200 227
22 108 7.14285714286e-06
22 109 7.14285714286e-06
22 110 7.14285714286e-06
22 111 7.14285714286e-06
22 112 7.14285714286e-06
22 113 7.14285714286e-06
22 114 7.14285714286e-06
22 115 7.14285714286e-06
22 116 7.14285714286e-06
22 117 7.14285714286e-06
22 118 7.14285714286e-06
22 119 7.14285714286e-06
22 120 7.14285714286e-06
22 121 7.14285714286e-06
22 122 7.14285714286e-06
22 123 7.14285714286e-06
22 124 7.14285714286e-06
22 125 7.14285714286e-06
22 126 7.14285714286e-06
22 127 7.14285714286e-06
22 128 7.14285714286e-06
22 129 7.14285714286e-06
22 130 7.14285714286e-06
22 131 7.14285714286e-06
22 132 7.14285714286e-06
22 133 7.14285714286e-06
22 134 7.14285714286e-06
22 135 7.14285714286e-06
22 136 7.14285714286e-06
22 137 7.14285714286e-06
22 138 7.14285714286e-06
22 139 7.14285714286e-06
22 140 7.14285714286e-06
22 141 7.14285714286e-06
22 142 7.14285714286e-06
22 143 7.14285714286e-06
22 144 7.14285714286e-06
22 145 7.14285714286e-06
22 146 7.14285714286e-06
22 147 7.14285714286e-06
22 148 7.14285714286e-06
22 149 7.14285714286e-06
22 150 7.14285714286e-06
22 151 7.14285714286e-06
22 152 7.14285714286e-06
22 153 7.14285714286e-06
22 154 7.14285714286e-06
22 155 7.14285714286e-06
22 156 7.14285714286e-06
22 157 7.14285714286e-06
22 158 7.14285714286e-06
22 159 7.14285714286e-06
22 160 7.14285714286e-06
22 161 7.14285714286e-06
22 162 7.14285714286e-06
22 163 7.14285714286e-06
22 164 7.14285714286e-06
22 165 7.14285714286e-06
22 166 7.14285714286e-06
22 167 7.14285714286e-06
22 168 7.14285714286e-06
22 169 7.14285714286e-06
22 170 7.14285714286e-06
22 171 7.14285714286e-06
22 172 7.14285714286e-06
22 173 7.14285714286e-06
22 174 7.14285714286e-06
22 175 7.14285714286e-06
22 176 7.14285714286e-06
22 177 7.14285714286e-06
22 178 7.14285714286e-06
22 179 7.14285714286e-06
22 180 7.14285714286e-06
22 181 7.14285714286e-06
22 182 7.14285714286e-06
22 183 7.14285714286e-06
22 184 7.14285714286e-06
22 185 7.14285714286e-06
22 186 7.14285714286e-06
22 187 7.14285714286e-06
22 188 7.14285714286e-06
22 189 7.14285714286e-06
22 190 7.14285714286e-06
22 191 7.14285714286e-06
22 192 7.14285714286e-06
22 193 7.14285714286e-06
22 194 7.14285714286e-06
22 195 7.14285714286e-06
22 196 7.14285714286e-06
22 197 7.14285714286e-06
22 198 7.14285714286e-06
22 199 7.14285714286e-06
23 24 0.0989010989014
23 25 0.223675316041
23 26 0.26333693354
23 27 0.228573545812
23 28 0.0989010989014
23 29 0.121625620802
23 30 0.103320073936
23 31 0.0989010989014
23 32 0.122354902549
23 33 0.230702010742
23 34 0.0989010989014
23 35 7.14285714286e-06
23 36 7.14285714286e-06
23 37 7.14285714286e-06
23 38 7.14285714286e-06
23 39 7.14285714286e-06
23 40 7.14285714286e-06
23 41 7.14285714286e-06
23 42 7.14285714286e-06
23 43 7.14285714286e-06
23 44 7.14285714286e-06
23 45 7.14285714286e-06
23 46 7.14285714286e-06
23 47 7.14285714286e-06
23 48 7.14285714286e-06
23 49 7.14285714286e-06
23 50 7.14285714286e-06
23 51 7.14285714286e-06
23 52 7.14285714286e-06
23 53 7.14285714286e-06
23 54 7.14285714286e-06
23 55 7.14285714286e-06
23 56 7.14285714286e-06
23 57 7.14285714286e-06
23 58 7.14285714286e-06
23 59 7.14285714286e-06
23 60 7.14285714286e-06
23 61 7.14285714286e-06
23 62 7.14285714286e-06
23 63 7.14285714286e-06
23 64 7.14285714286e-06
23 65 7.14285714286e-06
23 66 7.14285714286e-06
23 67 7.14285714286e-06
23 68 7.14285714286e-06
23 69 7.14285714286e-06
23 70 7.14285714286e-06
23 71 7.14285714286e-06
23 72 7.14285714286e-06
23 73 7.14285714286e-06
23 74 7.14285714286e-06
23 75 7.14285714286e-06
23 76 7.14285714286e-06
23 77 7.14285714286e-06
23 78 7.14285714286e-06
23 79 7.14285714286e-06
23 80 7.14285714286e-06
23 81 7.14285714286e-06
23 82 7.14285714286e-06
23 83 7.14285714286e-06
23 84 7.14285714286e-06
23 85 7.14285714286e-06
23 86 7.14285714286e-06
23 87 7.14285714286e-06
23 88 7.14285714286e-06
23 89 7.14285714286e-06
23 90 7.14285714286e-06
23 91 7.14285714286e-06
23 92 7.14285714286e-06
23 93 7.14285714286e-06
23 94 7.14285714286e-06
23 95 7.14285714286e-06
23 96 7.14285714286e-06
23 97 7.14285714286e-06
23 98 7.14285714286e-06
23 99 7.14285714286e-06
23 100 7.14285714286e-06
23 101 7.14285714286e-06
23 102 7.14285714286e-06
23 103 7.14285714286e-06
23 104 7.14285714286e-06
23 105 7.14285714286e-06
23 106 7.14285714286e-06
23 107 7.14285714286e-06
23 108 7.14285714286e-06
23 109 7.14285714286e-06
23 110 7.14285714286e-06
23 111 7.14285714286e-06
23 112 7.14285714286e-06
23 113 7.14285714286e-06
23 114 7.14285714286e-06
23 115 7.14285714286e-06
23 116 7.14285714286e-06
23 117 7.14285714286e-06
23 118 7.14285714286e-06
23 119 7.14285714286e-06
23 120 7.14285714286e-06
23 121 7.14285714286e-06
23 122 7.14285714286e-06
23 123 7.14285714286e-06
23 124 7.14285714286e-06
23 125 7.14285714286e-06
23 126 7.14285714286e-06
23 127 7.14285714286e-06
23 128 7.14285714286e-06
23 129 7.14285714286e-06
23 130 7.14285714286e-06
23 131 7.14285714286e-06
23 132 7.14285714286e-06
23 133 7.14285714286e-06
23 134 7.14285714286e-06
23 135 7.14285714286e-06
23 136 7.14285714286e-06
23 137 7.14285714286e-06
23 138 7.14285714286e-06
23 139 7.14285714286e-06
23 140 7.14285714286e-06
23 141 7.14285714286e-06
23 142 7.14285714286e-06
23 143 7.14285714286e-06
23 144 7.14285714286e-06
23 145 7.14285714286e-06
23 146 7.14285714286e-06
23 147 7.14285714286e-06
23 148 7.14285714286e-06
23 149 7.14285714286e-06
23 150 7.14285714286e-06
23 151 7.14285714286e-06
23 152 7.14285714286e-06
23 153 7.14285714286e-06
23 154 7.14285714286e-06
23 155 7.14285714286e-06
23 156 7.14285714286e-06
23 157 7.14285714286e-06
23 158 7.14285714286e-06
23 159 7.14285714286e-06
23 160 7.14285714286e-06
23 161 7.14285714286e-06
23 162 7.14285714286e-06
23 163 7.14285714286e-06
23 164 7.14285714286e-06
23 165 7.14285714286e-06
23 166 7.14285714286e-06
23 167 7.14285714286e-06
23 168 7.14285714286e-06
23 169 7.14285714286e-06
23 170 7.14285714286e-06
23 171 7.14285714286e-06
23 172 7.14285714286e-06
23 173 7.14285714286e-06
23 174 7.14285714286e-06
23 175 7.14285714286e-06
23 176 7.14285714286e-06
23 177 7.14285714286e-06
23 178 7.14285714286e-06
23 179 7.14285714286e-06
23 180 7.14285714286e-06
23 181 7.14285714286e-06
23 182 7.14285714286e-06
23 183 7.14285714286e-06
23 184 7.14285714286e-06
23 185 7.14285714286e-06
23 186 7.14285714286e-06
23 187 7.14285714286e-06
23 188 7.14285714286e-06
23 189 7.14285714286e-06
23 190 7.14285714286e-06
23 191 7.14285714286e-06
23 192 7.14285714286e-06
23 193 7.14285714286e-06
23 194 7.14285714286e-06
23 195 7.14285714286e-06
23 196 7.14285714286e-06
23 197 7.14285714286e-06
23 198 7.14285714286e-06
23 199 7.14285714286e-06
24 25 0.0989010989014
24 26 0.0989010989014
24 27 0.0989010989014
24 28 0.0989010989014
24 29 0.0989010989014
24 30 0.0989010989014
24 31 0.0989010989014
24 32 0.0989010989014
24 33 0.0989010989014
24 34 0.0989010989014
24 35 7.14285714286e-06
24 36 7.14285714286e-06
24 37 7.14285714286e-06
24 38 7.14285714286e-06
24 39 7.14285714286e-06
24 40 7.14285714286e-06
24 41 7.14285714286e-06
24 42 7.14285714286e-06
24 43 7.14285714286e-06
24 44 7.14285714286e-06
24 45 7.14285714286e-06
24 46 7.14285714286e-06
24 47 7.14285714286e-06
24 48 7.14285714286e-06
24 49 7.14285714286e-06
24 50 7.14285714286e-06
24 51 7.14285714286e-06
24 52 7.14285714286e-06
24 53 7.14285714286e-06
24 54 7.14285714286e-06
24 55 7.14285714286e-06
24 56 7.14285714286e-06
24 57 7.14285714286e-06
24 58 7.14285714286e-06
24 59 7.14285714286e-06
24 60 7.14285714286e-06
24 61 7.14285714286e-06
24 62 7.14285714286e-06
24 63 7.14285714286e-06
24 64 7.14285714286e-06
24 65 7.14285714286e-06
24 66 7.14285714286e-06
24 67 7.14285714286e-06
24 68 7.14285714286e-06
24 69 7.14285714286e-06
24 70 7.14285714286e-06
24 71 7.14285714286e-06
24 72 7.14285714286e-06
24 73 7.14285714286e-06
24 74 7.14285714286e-06
24 75 7.14285714286e-06
24 76 7.14285714286e-06
24 77 7.14285714286e-06
24 78 7.14285714286e-06
24 79 7.14285714286e-06
24 80 7.14285714286e-06
24 81 7.14285714286e-06
24 82 7.14285714286e-06
24 83 7.14285714286e-06
24 84 7.14285714286e-06
24 85 7.14285714286e-06
24 86 7.14285714286e-06
24 87 7.14285714286e-06
24 88 7.14285714286e-06
24 89 7.14285714286e-06
24 90 7.14285714286e-06
24 91 7.14285714286e-06
24 92 7.14285714286e-06
24 93 7.14285714286e-06
24 94 7.14285714286e-06
24 95 7.14285714286e-06
24 96 7.14285714286e-06
24 97 7.14285714286e-06
24 98 7.14285714286e-06
24 99 7.14285714286e-06
24 100 7.14285714286e-06
24 101 7.14285714286e-06
24 102 7.14285714286e-06
24 103 7.14285714286e-06
24 104 7.14285714286e-06
24 105 7.14285714286e-06
24 106 7.14285714286e-06
24 107 7.14285714286e-06
24 108 7.14285714286e-06
24 109 7.14285714286e-06
24 110 7.14285714286e-06
24 111 7.14285714286e-06
24 112 7.14285714286e-06
24 113 7.14285714286e-06
24 114 7.14285714286e-06
24 115 7.14285714286e-06
24 116 7.14285714286e-06
24 117 7.14285714286e-06
24 118 7.14285714286e-06
24 119 7.14285714286e-06
24 120 7.14285714286e-06
24 121 7.14285714286e-06
24 122 7.14285714286e-06
24 123 7.14285714286e-06
24 124 7.14285714286e-06
24 125 7.14285714286e-06
24 126 7.14285714286e-06
24 127 7.14285714286e-06
24 128 7.14285714286e-06
24 129 7.14285714286e-06
24 130 7.14285714286e-06
24 131 7.14285714286e-06
24 132 7.14285714286e-06
24 133 7.14285714286e-06
24 134 7.14285714286e-06
24 135 7.14285714286e-06
24 136 7.14285714286e-06
24 137 7.14285714286e-06
24 138 7.14285714286e-06
24 139 7.14285714286e-06
24 140 7.14285714286e-06
24 141 7.14285714286e-06
24 142 7.14285714286e-06
24 143 7.14285714286e-06
24 144 7.14285714286e-06
24 145 7.14285714286e-06
24 146 7.14285714286e-06
24 147 7.14285714286e-06
24 148 7.14285714286e-06
24 149 7.14285714286e-06
24 150 7.14285714286e-06
24 151 7.14285714286e-06
24 152 7.14285714286e-06
24 153 7.14285714286e-06
24 154 7.14285714286e-06
24 155 7.14285714286e-06
24 156 7.14285714286e-06
24 157 7.14285714286e-06
24 158 7.14285714286e-06
24 159 7.14285714286e-06
24 160 7.14285714286e-06
24 161 7.14285714286e-06
24 162 7.14285714286e-06
24 163 7.14285714286e-06
24 164 7.14285714286e-06
24 165 7.14285714286e-06
24 166 7.14285714286e-06
24 167 7.14285714286e-06
24 168 7.14285714286e-06
24 169 7.14285714286e-06
24 170 7.14285714286e-06
24 171 7.14285714286e-06
24 172 7.14285714286e-06
24 173 7.14285714286e-06
24 174 7.14285714286e-06
24 175 7.14285714286e-06
24 176 7.14285714286e-06
24 177 7.14285714286e-06
24 178 7.14285714286e-06
24 179 7.14285714286e-06
24 180 7.14285714286e-06
24 181 7.14285714286e-06
24 182 7.14285714286e-06
24 183 7.14285714286e-06
24 184 7.14285714286e-06
24 185 7.14285714286e-06
24 186 7.14285714286e-06
24 187 7.14285714286e-06
24 188 7.14285714286e-06
24 189 7.14285714286e-06
24 190 7.14285714286e-06
24 191 7.14285714286e-06
24 192 7.14285714286e-06
24 193 7.14285714286e-06
24 194 7.14285714286e-06
24 195 7.14285714286e-06
24 196 7.14285714286e-06
24 197 7.14285714286e-06
24 198 7.14285714286e-06
24 199 7.14285714286e-06
25 26 0.193864801905
25 27 0.206503428941
25 28 0.0989010989014
25 29 0.143325898576
25 30 0.214211817119
25 31 0.0989010989014
25 32 0.0728817105593
25 33 0.230700730611
25 34 0.0989010989014
25 35 7.14285714286e-06
25 36 7.14285714286e-06
25 37 7.14285714286e-06
25 38 7.14285714286e-06
25 39 7.14285714286e-06
25 40 7.14285714286e-06
25 41 7.14285714286e-06
25 42 7.14285714286e-06
25 43 7.14285714286e-06
25 44 7.14285714286e-06
25 45 7.14285714286e-06
25 46 7.14285714286e-06
25 47 7.14285714286e-06
25 48 7.14285714286e-06
25 49 7.14285714286e-06
25 50 7.14285714286e-06
25 51 7.14285714286e-06
25 52 7.14285714286e-06
25 53 7.14285714286e-06
25 54 7.14285714286e-06
25 55 7.14285714286e-06
25 56 7.14285714286e-06
25 57 7.14285714286e-06
25 58 7.14285714286e-06
25 59 7.14285714286e-06
25 60 7.14285714286e-06
25 61 7.14285714286e-06
25 62 7.14285714286e-06
25 63 7.14285714286e-06
25 64 7.14285714286e-06
25 65 7.14285714286e-06
25 66 7.14285714286e-06
25 67 7.14285714286e-06
25 68 7.14285714286e-06
25 69 7.14285714286e-06
25 70 7.14285714286e-06
25 71 7.14285714286e-06
25 72 7.14285714286e-06
25 73 7.14285714286e-06
25 74 7.14285714286e-06
25 75 7.14285714286e-06
25 76 7.14285714286e-06
25 77 7.14285714286e-06
25 78 7.14285714286e-06
25 79 7.14285714286e-06
25 80 7.14285714286e-06
25 81 7.14285714286e-06
25 82 7.14285714286e-06
25 83 7.14285714286e-06
25 84 7.14285714286e-06
25 85 7.14285714286e-06
25 86 7.14285714286e-06
25 87 7.14285714286e-06
25 88 7.14285714286e-06
25 89 7.14285714286e-06
25 90 7.14285714286e-06
25 91 7.14285714286e-06
25 92 7.14285714286e-06
25 93 7.14285714286e-06
25 94 7.14285714286e-06
25 95 7.14285714286e-06
25 96 7.14285714286e-06
25 97 7.14285714286e-06
25 98 7.14285714286e-06
25 99 7.14285714286e-06
25 100 7.14285714286e-06
25 101 7.14285714286e-06
25 102 7.14285714286e-06
25 103 7.14285714286e-06
25 104 7.14285714286e-06
25 105 7.14285714286e-06
25 106 7.14285714286e-06
25 107 7.14285714286e-06
25 108 7.14285714286e-06
25 109 7.14285714286e-06
25 110 7.14285714286e-06
25 111 7.14285714286e-06
25 112 7.14285714286e-06
25 113 7.14285714286e-06
25 114 7.14285714286e-06
25 115 7.14285714286e-06
25 116 7.14285714286e-06
25 117 7.14285714286e-06
25 118 7.14285714286e-06
25 119 7.14285714286e-06
25 120 7.14285714286e-06
25 121 7.14285714286e-06
25 122 7.14285714286e-06
25 123 7.14285714286e-06
25 124 7.14285714286e-06
25 125 7.14285714286e-06
25 126 7.14285714286e-06
25 127 7.14285714286e-06
25 128 7.14285714286e-06
25 129 7.14285714286e-06
25 130 7.14285714286e-06
25 131 7.14285714286e-06
25 132 7.14285714286e-06
25 133 7.14285714286e-06
25 134 7.14285714286e-06
25 135 7.14285714286e-06
25 136 7.14285714286e-06
25 137 7.14285714286e-06
25 138 7.14285714286e-06
25 139 7.14285714286e-06
25 140 7.14285714286e-06
25 141 7.14285714286e-06
25 142 7.14285714286e-06
25 143 7.14285714286e-06
25 144 7.14285714286e-06
25 145 7.14285714286e-06
25 146 7.14285714286e-06
25 147 7.14285714286e-06
25 148 7.14285714286e-06
25 149 7.14285714286e-06
25 150 7.14285714286e-06
25 151 7.14285714286e-06
25 152 7.14285714286e-06
25 153 7.14285714286e-06
25 154 7.14285714286e-06
25 155 7.14285714286e-06
25 156 7.14285714286e-06
25 157 7.14285714286e-06
25 158 7.14285714286e-06
25 159 7.14285714286e-06
25 160 7.14285714286e-06
25 161 7.14285714286e-06
25 162 7.14285714286e-06
25 163 7.14285714286e-06
25 164 7.14285714286e-06
25 165 7.14285714286e-06
25 166 7.14285714286e-06
25 167 7.14285714286e-06
25 168 7.14285714286e-06
25 169 7.14285714286e-06
25 170 7.14285714286e-06
25 171 7.14285714286e-06
25 172 7.14285714286e-06
25 173 7.14285714286e-06
25 174 7.14285714286e-06
25 175 7.14285714286e-06
25 176 7.14285714286e-06
25 177 7.14285714286e-06
25 178 7.14285714286e-06
25 179 7.14285714286e-06
25 180 7.14285714286e-06
25 181 7.14285714286e-06
25 182 7.14285714286e-06
25 183 7.14285714286e-06
25 184 7.14285714286e-06
25 185 7.14285714286e-06
25 186 7.14285714286e-06
25 187 7.14285714286e-06
25 188 7.14285714286e-06
25 189 7.14285714286e-06
25 190 7.14285714286e-06
25 191 7.14285714286e-06
25 192 7.14285714286e-06
25 193 7.14285714286e-06
25 194 7.14285714286e-06
25 195 7.14285714286e-06
25 196 7.14285714286e-06
25 197 7.14285714286e-06
25 198 7.14285714286e-06
25 199 7.14285714286e-06
26 27 0.272935966209
26 28 0.0989010989014
26 29 0.624269806251
26 30 0.257755880886
26 31 0.0989010989014
26 32 0.562946261054
26 33 0.214925362115
26 34 0.0989010989014
26 35 7.14285714286e-06
26 36 7.14285714286e-06
26 37 7.14285714286e-06
26 38 7.14285714286e-06
26 39 7.14285714286e-06
26 40 7.14285714286e-06
26 41 7.14285714286e-06
26 42 7.14285714286e-06
26 43 7.14285714286e-06
26 44 7.14285714286e-06
26 45 7.14285714286e-06
26 46 7.14285714286e-06
26 47 7.14285714286e-06
26 48 7.14285714286e-06
26 49 7.14285714286e-06
26 50 7.14285714286e-06
26 51 7.14285714286e-06
26 52 7.14285714286e-06
26 53 7.14285714286e-06
26 54 7.14285714286e-06
26 55 7.14285714286e-06
26 56 7.14285714286e-06
26 57 7.14285714286e-06
26 58 7.14285714286e-06
26 59 7.14285714286e-06
26 60 7.14285714286e-06
26 61 7.14285714286e-06
26 62 7.14285714286e-06
26 63 7.14285714286e-06
26 64 7.14285714286e-06
26 65 7.14285714286e-06
26 66 7.14285714286e-06
26 67 7.14285714286e-06
26 68 7.14285714286e-06
26 69 7.14285714286e-06
26 70 7.14285714286e-06
26 71 7.14285714286e-06
26 72 7.14285714286e-06
26 73 7.14285714286e-06
26 74 7.14285714286e-06
26 75 7.14285714286e-06
26 76 7.14285714286e-06
26 77 7.14285714286e-06
26 78 7.14285714286e-06
26 79 7.14285714286e-06
26 80 7.14285714286e-06
26 81 7.14285714286e-06
26 82 7.14285714286e-06
26 83 7.14285714286e-06
26 84 7.14285714286e-06
26 85 7.14285714286e-06
26 86 7.14285714286e-06
26 87 7.14285714286e-06
26 88 7.14285714286e-06
26 89 7.14285714286e-06
26 90 7.14285714286e-06
26 91 7.14285714286e-06
26 92 7.14285714286e-06
26 93 7.14285714286e-06
26 94 7.14285714286e-06
26 95 7.14285714286e-06
26 96 7.14285714286e-06
26 97 7.14285714286e-06
26 98 7.14285714286e-06
26 99 7.14285714286e-06
26 100 7.14285714286e-06
26 101 7.14285714286e-06
26 102 7.14285714286e-06
26 103 7.14285714286e-06
26 104 7.14285714286e-06
26 105 7.14285714286e-06
26 106 7.14285714286e-06
26 107 7.14285714286e-06
26 108 7.14285714286e-06
26 109 7.14285714286e-06
26 110 7.14285714286e-06
26 111 7.14285714286e-06
26 112 7.14285714286e-06
26 113 7.14285714286e-06
26 114 7.14285714286e-06
26 115 7.14285714286e-06
26 116 7.14285714286e-06
26 117 7.14285714286e-06
26 118 7.14285714286e-06
26 119 7.14285714286e-06
26 120 7.14285714286e-06
26 121 7.14285714286e-06
26 122 7.14285714286e-06
26 123 7.14285714286e-06
26 124 7.14285714286e-06
26 125 7.14285714286e-06
26 126 7.14285714286e-06
26 127 7.14285714286e-06
26 128 7.14285714286e-06
26 129 7.14285714286e-06
26 130 7.14285714286e-06
26 131 7.14285714286e-06
26 132 7.14285714286e-06
26 133 7.14285714286e-06
26 134 7.14285714286e-06
26 135 7.14285714286e-06
26 136 7.14285714286e-06
26 137 7.14285714286e-06
26 138 7.14285714286e-06
26 139 7.14285714286e-06
26 140 7.14285714286e-06
26 141 7.14285714286e-06
26 142 7.14285714286e-06
26 143 7.14285714286e-06
26 144 7.14285714286e-06
26 145 7.14285714286e-06
26 146 7.14285714286e-06
26 147 7.14285714286e-06
26 148 7.14285714286e-06
26 149 7.14285714286e-06
26 150 7.14285714286e-06
26 151 7.14285714286e-06
26 152 7.14285714286e-06
26 153 7.14285714286e-06
26 154 7.14285714286e-06
26 155 7.14285714286e-06
26 156 7.14285714286e-06
26 157 7.14285714286e-06
26 158 7.14285714286e-06
26 159 7.14285714286e-06
26 160 7.14285714286e-06
26 161 7.14285714286e-06
26 162 7.14285714286e-06
26 163 7.14285714286e-06
26 164 7.14285714286e-06
26 165 7.14285714286e-06
26 166 7.14285714286e-06
26 167 7.14285714286e-06
26 168 7.14285714286e-06
26 169 7.14285714286e-06
26 170 7.14285714286e-06
26 171 7.14285714286e-06
26 172 7.14285714286e-06
26 173 7.14285714286e-06
26 174 7.14285714286e-06
26 175 7.14285714286e-06
26 176 7.14285714286e-06
26 177 7.14285714286e-06
26 178 7.14285714286e-06
26 179 7.14285714286e-06
26 180 7.14285714286e-06
26 181 7.14285714286e-06
26 182 7.14285714286e-06
26 183 7.14285714286e-06
26 184 7.14285714286e-06
26 185 7.14285714286e-06
26 186 7.14285714286e-06
26 187 7.14285714286e-06
26 188 7.14285714286e-06
26 189 7.14285714286e-06
26 190 7.14285714286e-06
26 191 7.14285714286e-06
26 192 7.14285714286e-06
26 193 7.14285714286e-06
26 194 7.14285714286e-06
26 195 7.14285714286e-06
26 196 7.14285714286e-06
26 197 7.14285714286e-06
26 198 7.14285714286e-06
26 199 7.14285714286e-06
27 28 0.0989010989014
27 29 0.225783176936
27 30 0.267296041785
27 31 0.0989010989014
27 32 0.263984575605
27 33 0.224558541431
27 34 0.0989010989014
27 35 7.14285714286e-06
27 36 7.14285714286e-06
27 37 7.14285714286e-06
27 38 7.14285714286e-06
27 39 7.14285714286e-06
27 40 7.14285714286e-06
27 41 7.14285714286e-06
27 42 7.14285714286e-06
27 43 7.14285714286e-06
27 44 7.14285714286e-06
27 45 7.14285714286e-06
27 46 7.14285714286e-06
27 47 7.14285714286e-06
27 48 7.14285714286e-06
27 49 7.14285714286e-06
27 50 7.14285714286e-06
27 51 7.14285714286e-06
27 52 7.14285714286e-06
27 53 7.14285714286e-06
27 54 7.14285714286e-06
27 55 7.14285714286e-06
27 56 7.14285714286e-06
27 57 7.14285714286e-06
27 58 7.14285714286e-06
27 59 7.14285714286e-06
27 60 7.14285714286e-06
27 61 7.14285714286e-06
27 62 7.14285714286e-06
27 63 7.14285714286e-06
27 64 7.14285714286e-06
27 65 7.14285714286e-06
27 66 7.14285714286e-06
27 67 7.14285714286e-06
27 68 7.14285714286e-06
27 69 7.14285714286e-06
27 70 7.14285714286e-06
27 71 7.14285714286e-06
27 72 7.14285714286e-06
27 73 7.14285714286e-06
27 74 7.14285714286e-06
27 75 7.14285714286e-06
27 76 7.14285714286e-06
27 77 7.14285714286e-06
27 78 7.14285714286e-06
27 79 7.14285714286e-06
27 80 7.14285714286e-06
27 81 7.14285714286e-06
27 82 7.14285714286e-06
27 83 7.14285714286e-06
27 84 7.14285714286e-06
27 85 7.14285714286e-06
27 86 7.14285714286e-06
27 87 7.14285714286e-06
27 88 7.14285714286e-06
27 89 7.14285714286e-06
27 90 7.14285714286e-06
27 91 7.14285714286e-06
27 92 7.14285714286e-06
27 93 7.14285714286e-06
27 94 7.14285714286e-06
27 95 7.14285714286e-06
27 96 7.14285714286e-06
27 97 7.14285714286e-06
27 98 7.14285714286e-06
27 99 7.14285714286e-06
27 100 7.14285714286e-06
27 101 7.14285714286e-06
27 102 7.14285714286e-06
27 103 7.14285714286e-06
27 104 7.14285714286e-06
27 105 7.14285714286e-06
27 106 7.14285714286e-06
27 107 7.14285714286e-06
27 108 7.14285714286e-06
27 109 7.14285714286e-06
27 110 7.14285714286e-06
27 111 7.14285714286e-06
27 112 7.14285714286e-06
27 113 7.14285714286e-06
27 114 7.14285714286e-06
27 115 7.14285714286e-06
27 116 7.14285714286e-06
27 117 7.14285714286e-06
27 118 7.14285714286e-06
27 119 7.14285714286e-06
27 120 7.14285714286e-06
27 121 7.14285714286e-06
27 122 7.14285714286e-06
27 123 7.14285714286e-06
27 124 7.14285714286e-06
27 125 7.14285714286e-06
27 126 7.14285714286e-06
27 127 7.14285714286e-06
27 128 7.14285714286e-06
27 129 7.14285714286e-06
27 130 7.14285714286e-06
27 131 7.14285714286e-06
27 132 7.14285714286e-06
27 133 7.14285714286e-06
27 134 7.14285714286e-06
27 135 7.14285714286e-06
27 136 7.14285714286e-06
27 137 7.14285714286e-06
27 138 7.14285714286e-06
27 139 7.14285714286e-06
27 140 7.14285714286e-06
27 141 7.14285714286e-06
27 142 7.14285714286e-06
27 143 7.14285714286e-06
27 144 7.14285714286e-06
27 145 7.14285714286e-06
27 146 7.14285714286e-06
27 147 7.14285714286e-06
27 148 7.14285714286e-06
27 149 7.14285714286e-06
27 150 7.14285714286e-06
27 151 7.14285714286e-06
27 152 7.14285714286e-06
27 153 7.14285714286e-06
27 154 7.14285714286e-06
27 155 7.14285714286e-06
27 156 7.14285714286e-06
27 157 7.14285714286e-06
27 158 7.14285714286e-06
27 159 7.14285714286e-06
27 160 7.14285714286e-06
27 161 7.14285714286e-06
27 162 7.14285714286e-06
27 163 7.14285714286e-06
27 164 7.14285714286e-06
27 165 7.14285714286e-06
27 166 7.14285714286e-06
27 167 7.14285714286e-06
27 168 7.14285714286e-06
27 169 7.14285714286e-06
27 170 7.14285714286e-06
27 171 7.14285714286e-06
27 172 7.14285714286e-06
27 173 7.14285714286e-06
27 174 7.14285714286e-06
27 175 7.14285714286e-06
27 176 7.14285714286e-06
27 177 7.14285714286e-06
27 178 7.14285714286e-06
27 179 7.14285714286e-06
27 180 7.14285714286e-06
27 181 7.14285714286e-06
27 182 7.14285714286e-06
27 183 7.14285714286e-06
27 184 7.14285714286e-06
27 185 7.14285714286e-06
27 186 7.14285714286e-06
27 187 7.14285714286e-06
27 188 7.14285714286e-06
27 189 7.14285714286e-06
27 190 7.14285714286e-06
27 191 7.14285714286e-06
27 192 7.14285714286e-06
27 193 7.14285714286e-06
27 194 7.14285714286e-06
27 195 7.14285714286e-06
27 196 7.14285714286e-06
27 197 7.14285714286e-06
27 198 7.14285714286e-06
27 199 7.14285714286e-06
28 29 0.0989010989014
28 30 0.0989010989014
28 31 0.0989010989014
28 32 0.0989010989014
28 33 0.0989010989014
28 34 0.0989010989014
28 35 7.14285714286e-06
28 36 7.14285714286e-06
28 37 7.14285714286e-06
28 38 7.14285714286e-06
28 39 7.14285714286e-06
28 40 7.14285714286e-06
28 41 7.14285714286e-06
28 42 7.14285714286e-06
28 43 7.14285714286e-06
28 44 7.14285714286e-06
28 45 7.14285714286e-06
28 46 7.14285714286e-06
28 47 7.14285714286e-06
28 48 7.14285714286e-06
28 49 7.14285714286e-06
28 50 7.14285714286e-06
28 51 7.14285714286e-06
28 52 7.14285714286e-06
28 53 7.14285714286e-06
28 54 7.14285714286e-06
28 55 7.14285714286e-06
28 56 7.14285714286e-06
28 57 7.14285714286e-06
28 58 7.14285714286e-06
28 59 7.14285714286e-06
28 60 7.14285714286e-06
28 61 7.14285714286e-06
28 62 7.14285714286e-06
28 63 7.14285714286e-06
28 64 7.14285714286e-06
28 65 7.14285714286e-06
28 66 7.14285714286e-06
28 67 7.14285714286e-06
28 68 7.14285714286e-06
28 69 7.14285714286e-06
28 70 7.14285714286e-06
28 71 7.14285714286e-06
28 72 7.14285714286e-06
28 73 7.14285714286e-06
28 74 7.14285714286e-06
